"id","mass","diameter","thickness","answer"
1,2.47477859590515,18.9710721388562,1.56264625947512,"cent"
2,2.50317287761411,19.0943327643867,1.56692417804113,"cent"
3,2.52074122926951,18.6162105026534,1.50120770597219,"cent"
4,2.4799452113455,19.469737648342,1.52984450630829,"cent"
5,2.51803471527673,19.0879531032976,1.50479218655313,"cent"
6,2.58041109115614,19.2207129289848,1.46619335459461,"cent"
7,2.53156101557037,18.8878798262901,1.4907843434042,"cent"
8,2.49019112884038,18.6981830746754,1.50005753596659,"cent"
9,2.47187323294678,18.4716328637464,1.54292185353737,"cent"
10,2.50690179030264,18.6597328442986,1.55430437624047,"cent"
11,2.51919088996646,18.948819988482,1.54449063808619,"cent"
12,2.53951600693899,19.3317201528935,1.53884119735218,"cent"
13,2.52492629440919,19.0287704744432,1.51162886152008,"cent"
14,2.48287880495444,18.8117849769282,1.51431138327338,"cent"
15,2.44305716417943,19.7937350005146,1.55304984027362,"cent"
16,2.44946011375585,18.9118507899759,1.50723230952487,"cent"
17,2.53509843032513,19.0214127471068,1.5269307945429,"cent"
18,2.49871539600931,19.0352997201948,1.55744495849064,"cent"
19,2.48984030564533,19.5699977702589,1.47762612327626,"cent"
20,2.52630761873362,19.0924696202143,1.52590816132084,"cent"
21,2.51708377672419,18.8777532879288,1.5108834459828,"cent"
22,2.45416410776018,18.6824827884415,1.52830454362882,"cent"
23,2.52016944003832,19.0681751493459,1.54523323792119,"cent"
24,2.59225381085322,18.8816254131592,1.45682113956247,"cent"
25,2.5452582336008,18.8068150585105,1.50117608425345,"cent"
26,2.54615071163635,18.9523513358822,1.48660116339272,"cent"
27,2.50815865658871,19.0023741518197,1.52015770812622,"cent"
28,2.51733761805068,18.9229006750984,1.53763014236748,"cent"
29,2.49007810471816,19.1637680354267,1.55000951539977,"cent"
30,2.51958316708752,18.9382380593213,1.55143137644082,"cent"
31,2.5447076735183,19.2380453174153,1.52653170027265,"cent"
32,2.47174422657823,19.5165677246009,1.50357689769565,"cent"
33,2.59842998468575,19.5755321837189,1.51355123817501,"cent"
34,2.4538110594862,18.8064015893075,1.52702833828252,"cent"
35,2.48889886546919,18.9308276426665,1.49396371599963,"cent"
36,2.4979737523836,18.7808562574232,1.47436510861495,"cent"
37,2.48288980658705,19.3651239372469,1.50425850710303,"cent"
38,2.52735839450013,18.4952280193276,1.51847982462325,"cent"
39,2.52337332417746,19.153265487887,1.52289130067192,"cent"
40,2.47116822962626,18.7586363797451,1.49197983628905,"cent"
41,2.50529409686951,18.725110954796,1.50657834834035,"cent"
42,2.48847585135108,19.6822602815941,1.50216265068961,"cent"
43,2.51059239575282,19.0767327753154,1.4936836024902,"cent"
44,2.49679113612444,19.5453364893534,1.53235315089225,"cent"
45,2.50185548148968,18.9051258361907,1.46382315601865,"cent"
46,2.55091017460364,18.5491465196799,1.5402449638976,"cent"
47,2.58590966061479,18.5548890351028,1.53920081941585,"cent"
48,2.48820111297689,18.510911767829,1.47855869299253,"cent"
49,2.42793087218914,18.8679521535478,1.48000636719451,"cent"
50,2.53095625478391,19.7701273557063,1.48478684617568,"cent"
51,2.53544824813638,19.3137045844392,1.52908906256008,"cent"
52,2.45462305262753,19.0090397011863,1.51232838362974,"cent"
53,2.52533452899492,18.922290750532,1.54672999185972,"cent"
54,2.48314386140048,19.4109747615472,1.49129451709762,"cent"
55,2.44329301398589,20.1613525936918,1.50859477638793,"cent"
56,2.51342024161933,19.2682797412262,1.50676376208061,"cent"
57,2.52325879199411,19.1765179364403,1.51410718931092,"cent"
58,2.50293818650864,19.0383183386931,1.57823444395708,"cent"
59,2.46663987566772,18.6741828800201,1.52103389060132,"cent"
60,2.51397163372494,19.1996839009183,1.50745912449702,"cent"
61,2.4521503239713,19.4831461968811,1.51043356538559,"cent"
62,2.4610519211806,18.9689797358101,1.51460526753062,"cent"
63,2.54994641303711,19.0790564174944,1.54063091156265,"cent"
64,2.47753185922725,19.1235332966555,1.51111659346161,"cent"
65,2.50425625876781,18.7429799045495,1.48413647004815,"cent"
66,2.58987460231366,19.2559830556373,1.48576521554594,"cent"
67,2.47249753374938,18.6434988789916,1.58015945114546,"cent"
68,2.55905858393951,18.9590817600588,1.53486178946059,"cent"
69,2.48135470234365,18.8866949398363,1.49842382635642,"cent"
70,2.47324222296432,19.6160961705498,1.51852179049766,"cent"
71,2.50536603563924,19.1335604196095,1.55372054003536,"cent"
72,2.47677712760748,18.7096692981306,1.56584706807055,"cent"
73,2.48014765523926,18.8020606789076,1.48617556746735,"cent"
74,2.4421877924957,18.8531844939487,1.53690809195768,"cent"
75,2.54994316625184,19.2926320465302,1.51005033635147,"cent"
76,2.50268874718231,18.8083938726041,1.50037691109934,"cent"
77,2.53980927245396,18.7017533047968,1.57349684289587,"cent"
78,2.49593561827154,19.1235653636512,1.49979388199833,"cent"
79,2.47415250896065,18.5983951682325,1.51499516137412,"cent"
80,2.5188542082216,19.1612039596129,1.49861716171418,"cent"
81,2.46451201131157,18.8777960594802,1.560932219927,"cent"
82,2.44882133707004,18.988603208287,1.57204861944114,"cent"
83,2.4954561301602,18.5837106226596,1.5018119082509,"cent"
84,2.52184569905072,18.9212057753044,1.50462706269328,"cent"
85,2.48452372446422,19.081031300304,1.56373519997855,"cent"
86,2.49601456995375,19.4206061472304,1.5372574326042,"cent"
87,2.49488620470222,18.5243679032088,1.50574223019176,"cent"
88,2.47795582960877,19.0661692549939,1.55557343582096,"cent"
89,2.6031885538224,19.5806655451255,1.51635698961596,"cent"
90,2.42095626719991,18.9166873846098,1.52244070962329,"cent"
91,2.53802558518303,19.3800508403933,1.53872270598883,"cent"
92,2.43721265425902,19.3413426003477,1.50778219455855,"cent"
93,2.50786612150726,19.0755635986529,1.53171464268959,"cent"
94,2.50111037422718,18.4782227890379,1.5401505295962,"cent"
95,2.51737119557574,18.9589080576921,1.52323243382224,"cent"
96,2.50603173904158,19.1257875757696,1.56489355110114,"cent"
97,2.49014273294799,19.107629620134,1.55196698276717,"cent"
98,2.54743814605196,19.4427107205494,1.50420047549101,"cent"
99,2.59011172286318,19.072871728642,1.57107706647118,"cent"
100,2.43920937912862,19.0571952717609,1.55419766266172,"cent"
101,2.46781410157497,18.7919029527981,1.49432158106932,"cent"
102,2.45263690242976,18.9000979960724,1.52906106217216,"cent"
103,2.40936052759357,19.1226880906034,1.55383542926996,"cent"
104,2.59169083082082,19.4961732477256,1.54070535753746,"cent"
105,2.42229713203985,18.8437433498245,1.5103680089479,"cent"
106,2.53165857562406,19.0137652995701,1.48556337353627,"cent"
107,2.57579960686424,19.3625160739568,1.52649609225535,"cent"
108,2.55481488746466,18.5909342969071,1.53808004334753,"cent"
109,2.4764689430659,19.2844563394426,1.5183359113205,"cent"
110,2.52848323208642,19.5079489902039,1.52019945687107,"cent"
111,2.54579013866284,18.6424859693478,1.50025690250967,"cent"
112,2.56836479701247,19.1794063359499,1.46385118363293,"cent"
113,2.43861831465629,18.9811521897545,1.54368772450259,"cent"
114,2.49541525349282,19.2640338841559,1.54623838713627,"cent"
115,2.57519746729883,19.06920813784,1.51857777504689,"cent"
116,2.4211043188386,19.0840594320127,1.50435418241598,"cent"
117,2.45616956877382,18.9883101533738,1.54776884520627,"cent"
118,2.41032631800901,18.9034859324173,1.52319119607882,"cent"
119,2.45980565934753,19.164495318983,1.53125672262805,"cent"
120,2.49851337283258,18.2044435093597,1.59035509487091,"cent"
121,2.49076153341393,19.2732941762564,1.52749025119476,"cent"
122,2.54611029556683,19.3303754241617,1.51426005883519,"cent"
123,2.51701754974938,18.7258193118076,1.54344541357821,"cent"
124,2.4792532747502,19.878711583014,1.47482730221397,"cent"
125,2.47912057406653,19.3330227549401,1.5339572264826,"cent"
126,2.47347335326682,18.708203883497,1.52395285528088,"cent"
127,2.49935616640749,18.4361125637422,1.52094531719678,"cent"
128,2.50856036420616,19.1099136815251,1.49113473371439,"cent"
129,2.52142599752362,19.5227116999633,1.532482627991,"cent"
130,2.44889851883315,18.9006171684426,1.52946939503099,"cent"
131,2.47088294659068,18.3101430717233,1.54419310243597,"cent"
132,2.4626735074769,18.8533261831536,1.56114672066236,"cent"
133,2.46516347816776,19.3400013451309,1.48550771643552,"cent"
134,2.48404559186167,19.0247776410381,1.48802569702775,"cent"
135,2.4714363280791,19.0401102315009,1.53835024170456,"cent"
136,2.42572540554587,18.9300692713745,1.5406952801586,"cent"
